case_id,event_id,timestamp,timestamp_end,timestamp_confidence,source,artifact_type,event_type,action,user,host,process,parent_process,process_id,parent_process_id,command_line,file,file_path,file_hash,device,ip_src,ip_dst,port_src,port_dst,protocol,parent_event_id,related_event_id,relationship,evidence_id,provenance
M57-Jean,EVT-M57-Jean-DLL-804,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,Secur32.dll,C:\\WINDOWS\\system32\\Secur32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-804,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-805,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,msvcrt.dll,C:\\WINDOWS\\system32\\msvcrt.dll,,,,,,,,,,,M57-Jean-MEM-DLL-805,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-806,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,WS2HELP.dll,C:\\WINDOWS\\system32\\WS2HELP.dll,,,,,,,,,,,M57-Jean-MEM-DLL-806,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-807,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,ole32.dll,C:\\WINDOWS\\system32\\ole32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-807,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-808,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,GDI32.dll,C:\\WINDOWS\\system32\\GDI32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-808,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-809,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,USER32.dll,C:\\WINDOWS\\system32\\USER32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-809,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-810,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,MSVCR71.dll,C:\\Program Files\\Java\\jre6\\bin\\MSVCR71.dll,,,,,,,,,,,M57-Jean-MEM-DLL-810,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-811,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,IMM32.DLL,C:\\WINDOWS\\system32\\IMM32.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-811,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-812,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,psapi.dll,C:\\WINDOWS\\system32\\psapi.dll,,,,,,,,,,,M57-Jean-MEM-DLL-812,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-813,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,pdh.dll,C:\\WINDOWS\\system32\\pdh.dll,,,,,,,,,,,M57-Jean-MEM-DLL-813,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-814,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,comdlg32.dll,C:\\WINDOWS\\system32\\comdlg32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-814,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-815,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,COMCTL32.dll,C:\\WINDOWS\\system32\\COMCTL32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-815,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-816,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,SHELL32.dll,C:\\WINDOWS\\system32\\SHELL32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-816,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-817,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,SHLWAPI.dll,C:\\WINDOWS\\system32\\SHLWAPI.dll,,,,,,,,,,,M57-Jean-MEM-DLL-817,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-818,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,CRYPT32.dll,C:\\WINDOWS\\system32\\CRYPT32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-818,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-819,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,MSASN1.dll,C:\\WINDOWS\\system32\\MSASN1.dll,,,,,,,,,,,M57-Jean-MEM-DLL-819,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-820,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,ODBC32.dll,C:\\WINDOWS\\system32\\ODBC32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-820,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-821,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,odbcbcp.dll,C:\\WINDOWS\\system32\\odbcbcp.dll,,,,,,,,,,,M57-Jean-MEM-DLL-821,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-822,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,VERSION.dll,C:\\WINDOWS\\system32\\VERSION.dll,,,,,,,,,,,M57-Jean-MEM-DLL-822,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-823,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,OLEAUT32.dll,C:\\WINDOWS\\system32\\OLEAUT32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-823,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-824,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,comctl32.dll,C:\\WINDOWS\\WinSxS\\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\\comctl32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-824,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-825,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,odbcint.dll,C:\\WINDOWS\\system32\\odbcint.dll,,,,,,,,,,,M57-Jean-MEM-DLL-825,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-826,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,mswsock.dll,C:\\WINDOWS\\system32\\mswsock.dll,,,,,,,,,,,M57-Jean-MEM-DLL-826,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-827,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,hnetcfg.dll,C:\\WINDOWS\\system32\\hnetcfg.dll,,,,,,,,,,,M57-Jean-MEM-DLL-827,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-828,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,wshtcpip.dll,C:\\WINDOWS\\System32\\wshtcpip.dll,,,,,,,,,,,M57-Jean-MEM-DLL-828,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-829,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,perfos.dll,C:\\WINDOWS\\system32\\perfos.dll,,,,,,,,,,,M57-Jean-MEM-DLL-829,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-830,,,unknown,memory,dlllist,module,loaded,,,jqs.exe,,344,,,perfdisk.dll,C:\\WINDOWS\\system32\\perfdisk.dll,,,,,,,,,,,M57-Jean-MEM-DLL-830,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-831,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,Explorer.EXE,C:\\WINDOWS\\Explorer.EXE,,,,,,,,,,,M57-Jean-MEM-DLL-831,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-832,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,ntdll.dll,C:\\WINDOWS\\system32\\ntdll.dll,,,,,,,,,,,M57-Jean-MEM-DLL-832,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-833,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,kernel32.dll,C:\\WINDOWS\\system32\\kernel32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-833,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-834,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,ADVAPI32.dll,C:\\WINDOWS\\system32\\ADVAPI32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-834,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-835,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,RPCRT4.dll,C:\\WINDOWS\\system32\\RPCRT4.dll,,,,,,,,,,,M57-Jean-MEM-DLL-835,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-836,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,Secur32.dll,C:\\WINDOWS\\system32\\Secur32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-836,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-837,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,BROWSEUI.dll,C:\\WINDOWS\\system32\\BROWSEUI.dll,,,,,,,,,,,M57-Jean-MEM-DLL-837,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-838,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,GDI32.dll,C:\\WINDOWS\\system32\\GDI32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-838,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-839,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,USER32.dll,C:\\WINDOWS\\system32\\USER32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-839,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-840,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,msvcrt.dll,C:\\WINDOWS\\system32\\msvcrt.dll,,,,,,,,,,,M57-Jean-MEM-DLL-840,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-841,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,ole32.dll,C:\\WINDOWS\\system32\\ole32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-841,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-842,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,SHLWAPI.dll,C:\\WINDOWS\\system32\\SHLWAPI.dll,,,,,,,,,,,M57-Jean-MEM-DLL-842,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-843,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,OLEAUT32.dll,C:\\WINDOWS\\system32\\OLEAUT32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-843,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-844,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,SHDOCVW.dll,C:\\WINDOWS\\system32\\SHDOCVW.dll,,,,,,,,,,,M57-Jean-MEM-DLL-844,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-845,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,CRYPT32.dll,C:\\WINDOWS\\system32\\CRYPT32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-845,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-846,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,MSASN1.dll,C:\\WINDOWS\\system32\\MSASN1.dll,,,,,,,,,,,M57-Jean-MEM-DLL-846,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-847,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,CRYPTUI.dll,C:\\WINDOWS\\system32\\CRYPTUI.dll,,,,,,,,,,,M57-Jean-MEM-DLL-847,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-848,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,NETAPI32.dll,C:\\WINDOWS\\system32\\NETAPI32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-848,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-849,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,VERSION.dll,C:\\WINDOWS\\system32\\VERSION.dll,,,,,,,,,,,M57-Jean-MEM-DLL-849,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-850,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,WININET.dll,C:\\WINDOWS\\system32\\WININET.dll,,,,,,,,,,,M57-Jean-MEM-DLL-850,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-851,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,Normaliz.dll,C:\\WINDOWS\\system32\\Normaliz.dll,,,,,,,,,,,M57-Jean-MEM-DLL-851,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-852,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,urlmon.dll,C:\\WINDOWS\\system32\\urlmon.dll,,,,,,,,,,,M57-Jean-MEM-DLL-852,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-853,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,iertutil.dll,C:\\WINDOWS\\system32\\iertutil.dll,,,,,,,,,,,M57-Jean-MEM-DLL-853,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-854,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,WINTRUST.dll,C:\\WINDOWS\\system32\\WINTRUST.dll,,,,,,,,,,,M57-Jean-MEM-DLL-854,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-855,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,IMAGEHLP.dll,C:\\WINDOWS\\system32\\IMAGEHLP.dll,,,,,,,,,,,M57-Jean-MEM-DLL-855,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-856,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,WLDAP32.dll,C:\\WINDOWS\\system32\\WLDAP32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-856,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-857,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,SHELL32.dll,C:\\WINDOWS\\system32\\SHELL32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-857,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-858,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,UxTheme.dll,C:\\WINDOWS\\system32\\UxTheme.dll,,,,,,,,,,,M57-Jean-MEM-DLL-858,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-859,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,ShimEng.dll,C:\\WINDOWS\\system32\\ShimEng.dll,,,,,,,,,,,M57-Jean-MEM-DLL-859,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-860,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,AcGenral.DLL,C:\\WINDOWS\\AppPatch\\AcGenral.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-860,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-861,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,WINMM.dll,C:\\WINDOWS\\system32\\WINMM.dll,,,,,,,,,,,M57-Jean-MEM-DLL-861,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-862,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,MSACM32.dll,C:\\WINDOWS\\system32\\MSACM32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-862,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-863,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,USERENV.dll,C:\\WINDOWS\\system32\\USERENV.dll,,,,,,,,,,,M57-Jean-MEM-DLL-863,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-864,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,IMM32.DLL,C:\\WINDOWS\\system32\\IMM32.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-864,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-865,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,comctl32.dll,C:\\WINDOWS\\WinSxS\\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\\comctl32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-865,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-866,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,comctl32.dll,C:\\WINDOWS\\system32\\comctl32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-866,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-867,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,msctfime.ime,C:\\WINDOWS\\system32\\msctfime.ime,,,,,,,,,,,M57-Jean-MEM-DLL-867,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-868,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,appHelp.dll,C:\\WINDOWS\\system32\\appHelp.dll,,,,,,,,,,,M57-Jean-MEM-DLL-868,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-869,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,CLBCATQ.DLL,C:\\WINDOWS\\system32\\CLBCATQ.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-869,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-870,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,COMRes.dll,C:\\WINDOWS\\system32\\COMRes.dll,,,,,,,,,,,M57-Jean-MEM-DLL-870,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-871,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,cscui.dll,C:\\WINDOWS\\System32\\cscui.dll,,,,,,,,,,,M57-Jean-MEM-DLL-871,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-872,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,CSCDLL.dll,C:\\WINDOWS\\System32\\CSCDLL.dll,,,,,,,,,,,M57-Jean-MEM-DLL-872,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-873,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,themeui.dll,C:\\WINDOWS\\system32\\themeui.dll,,,,,,,,,,,M57-Jean-MEM-DLL-873,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-874,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,MSIMG32.dll,C:\\WINDOWS\\system32\\MSIMG32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-874,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-875,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,xpsp2res.dll,C:\\WINDOWS\\system32\\xpsp2res.dll,,,,,,,,,,,M57-Jean-MEM-DLL-875,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-876,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,msutb.dll,C:\\WINDOWS\\system32\\msutb.dll,,,,,,,,,,,M57-Jean-MEM-DLL-876,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-877,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,MSCTF.dll,C:\\WINDOWS\\system32\\MSCTF.dll,,,,,,,,,,,M57-Jean-MEM-DLL-877,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-878,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,ntshrui.dll,C:\\WINDOWS\\system32\\ntshrui.dll,,,,,,,,,,,M57-Jean-MEM-DLL-878,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-879,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,ATL.DLL,C:\\WINDOWS\\system32\\ATL.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-879,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-880,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,ieframe.dll,C:\\WINDOWS\\system32\\ieframe.dll,,,,,,,,,,,M57-Jean-MEM-DLL-880,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-881,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,msi.dll,C:\\WINDOWS\\system32\\msi.dll,,,,,,,,,,,M57-Jean-MEM-DLL-881,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-882,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,LINKINFO.dll,C:\\WINDOWS\\system32\\LINKINFO.dll,,,,,,,,,,,M57-Jean-MEM-DLL-882,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-883,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,rsaenh.dll,C:\\WINDOWS\\system32\\rsaenh.dll,,,,,,,,,,,M57-Jean-MEM-DLL-883,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-884,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,WINSTA.dll,C:\\WINDOWS\\system32\\WINSTA.dll,,,,,,,,,,,M57-Jean-MEM-DLL-884,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-885,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,webcheck.dll,C:\\WINDOWS\\system32\\webcheck.dll,,,,,,,,,,,M57-Jean-MEM-DLL-885,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-886,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,MLANG.dll,C:\\WINDOWS\\system32\\MLANG.dll,,,,,,,,,,,M57-Jean-MEM-DLL-886,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-887,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,stobject.dll,C:\\WINDOWS\\system32\\stobject.dll,,,,,,,,,,,M57-Jean-MEM-DLL-887,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-888,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,BatMeter.dll,C:\\WINDOWS\\system32\\BatMeter.dll,,,,,,,,,,,M57-Jean-MEM-DLL-888,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-889,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,POWRPROF.dll,C:\\WINDOWS\\system32\\POWRPROF.dll,,,,,,,,,,,M57-Jean-MEM-DLL-889,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-890,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,SETUPAPI.dll,C:\\WINDOWS\\system32\\SETUPAPI.dll,,,,,,,,,,,M57-Jean-MEM-DLL-890,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-891,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,WTSAPI32.dll,C:\\WINDOWS\\system32\\WTSAPI32.dll,,,,,,,,,,,M57-Jean-MEM-DLL-891,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-892,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,NETSHELL.dll,C:\\WINDOWS\\system32\\NETSHELL.dll,,,,,,,,,,,M57-Jean-MEM-DLL-892,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-893,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,credui.dll,C:\\WINDOWS\\system32\\credui.dll,,,,,,,,,,,M57-Jean-MEM-DLL-893,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-894,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,dot3api.dll,C:\\WINDOWS\\system32\\dot3api.dll,,,,,,,,,,,M57-Jean-MEM-DLL-894,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-895,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,rtutils.dll,C:\\WINDOWS\\system32\\rtutils.dll,,,,,,,,,,,M57-Jean-MEM-DLL-895,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-896,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,dot3dlg.dll,C:\\WINDOWS\\system32\\dot3dlg.dll,,,,,,,,,,,M57-Jean-MEM-DLL-896,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-897,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,OneX.DLL,C:\\WINDOWS\\system32\\OneX.DLL,,,,,,,,,,,M57-Jean-MEM-DLL-897,Volatility 3 windows.dlllist from M57-Jean memory image
M57-Jean,EVT-M57-Jean-DLL-898,,,unknown,memory,dlllist,module,loaded,,,explorer.exe,,1944,,,eappcfg.dll,C:\\WINDOWS\\system32\\eappcfg.dll,,,,,,,,,,,M57-Jean-MEM-DLL-898,Volatility 3 windows.dlllist from M57-Jean memory image
